Summary,Sentiment,Summary_len
[good],positive,1
"[good, product]",positive,3
[bad],negative,2
[good],positive,2
"[nice, thin]",positive,4
"[good, qualiti, product, reason, price]",positive,6
[good],positive,1
"[bad, qualiti, cotton]",negative,4
"[worst, qualiti]",negative,2
"[good, product]",positive,5
"[awesom, must, buy, perfect, fit, comfort]",positive,8
"[bad, expir]",negative,3
"[comfort, superbb]",positive,2
[good],positive,2
"[good, one]",positive,2
"[good, productmost, comfort]",positive,3
"[good, comfort, product]",positive,3
[nice],neutral,1
"[bad, product]",negative,3
"[good, qualiti]",positive,2
[good],positive,1
"[nice, product]",positive,2
"[pure, cotton]",negative,3
[nice],positive,1
[good],positive,2
[good],positive,1
"[nice, per, request]",positive,4
"[fit, perfectli, nice, fit, comfort]",positive,5
[ok],neutral,1
"[second, purchas, sportsoul, worst, qualiti, support, band]",negative,13
"[nice, product]",positive,2
"[good, product]",positive,2
[good],positive,1
"[well, fit]",positive,2
"[goo, suport, abdomen]",positive,4
"[number, one, product, amaz, nice, qualiti]",positive,7
[good],positive,1
[ok],neutral,1
"[torn, first, use]",negative,5
"[qualiti, good]",positive,3
"[good, qualiti, comfort]",positive,4
[awesom],positive,1
"[donot, buy]",negative,2
[ok],neutral,1
"[nice, product, comfort, also]",positive,5
[well],positive,3
[decent],positive,1
[good],positive,1
[nice],positive,1
"[superb, qualiti]",positive,2
[awesom],positive,1
[nice],positive,1
"[nice, product]",positive,2
[nice],positive,1
"[supperbb, support, fit, mst]",positive,5
"[nice, product]",positive,2
[ok],neutral,2
[good],positive,1
"[bad, qualiti]",negative,2
[ok],neutral,1
"[comfort, relief, pelvic, problem]",positive,6
"[vvv, good]",positive,2
[super],positive,1
"[goodnot, best]",positive,2
"[bad, cloth]",negative,3
"[high, qualiti, product]",positive,3
[satisfi],positive,1
"[good, product]",positive,3
[nice],positive,1
"[bad, qualiti, product]",negative,4
[averag],neutral,1
"[overal, product, good, tight, waist]",positive,8
"[good, product]",positive,2
[comfort],positive,1
"[perfect, fit, waist, size, good, qualiti, cloth, soft, receiv, one, alreadi, order, two, set, waist, size, three, thousand, two, hundr, thirtythre, medium, perfectli, tight, long, size, also, fit, thank, flipkart]",positive,39
[fantast],positive,1
[comfort],positive,2
"[wast, product]",negative,2
"[best, fit]",positive,2
[good],positive,1
"[big, differ, first, cloth, cloth, came, later, qualiti, first, cloth, good]",positive,23
"[good, expect]",negative,4
[marvel],positive,1
[awesom],positive,1
"[one, week, loos]",negative,5
"[good, qualiti]",positive,2
"[good, productthank]",positive,2
"[perfect, size]",positive,2
"[good, must, purchas]",positive,4
"[good, qualiti]",positive,2
"[bad, qualiti]",negative,3
"[good, product, stitch, got, loos, use]",negative,11
[nice],positive,1
[nice],positive,1
"[good, fit]",positive,2
"[nice, product]",positive,2
"[awesom, fit, qualiti]",positive,4
"[high, qualiti, product, go, friend, without, hesit]",positive,10
"[high, qualiti, product, love, go, friend, without, doubt]",positive,12
[nice],positive,1
"[materi, qualiti, good]",positive,4
"[good, product]",positive,2
"[bad, qualiti, product]",negative,3
"[good, qualiti]",positive,2
"[comfartveri, softveri, nice]",positive,4
[best],positive,1
[good],positive,1
[nice],positive,1
[comfort],positive,1
"[good, use, comfort, use, gym, workout, weight, lift, prevent, privat, part, male, also, support, abdomin, region, comfort, capac, prevent, inguin, hernia, search, langot, best, altern, must, tri]",positive,52
[nice],positive,1
[nice],positive,1
"[nice, product]",positive,2
[impress],positive,1
[nice],positive,1
"[good, support]",positive,3
[good],positive,1
"[qualiti, product, poor]",negative,7
[good],positive,1
"[nice, product]",positive,2
"[superb, must, buy, trust, guy, awesom, qualiti]",positive,8
"[nice, comfort]",positive,2
"[nice, product]",positive,2
"[good, product]",positive,2
"[good, product]",positive,2
"[nice, one]",positive,2
"[comfort, product]",positive,2
"[nice, fit]",positive,2
"[nice, materi, good, gym]",positive,6
"[ver, comfort, nice, product, must, buy]",positive,7
[go],positive,3
[nice],positive,1
[nice],positive,1
[good],positive,1
[nice],positive,1
"[nice, fit]",positive,2
[good],positive,1
[good],positive,2
"[allso, good]",positive,2
[nice],positive,1
"[primieum, qualiti, product, bro, comfort]",positive,6
[good],positive,2
"[valu, money]",positive,3
[nice],positive,1
"[ok, go, gym]",neutral,7
[buy],positive,2
"[good, product]",positive,2
"[nice, good, qualiti, febric]",positive,4
"[valu, money]",positive,3
"[good, qualiti]",positive,3
"[best, product, nice, fabricgo]",positive,7
[good],positive,1
"[satisfi, faltu, itom]",negative,4
"[good, product]",positive,2
"[nyc, comfort, adjust, good, like]",positive,8
"[jordaar, fit]",positive,2
[nyc],positive,1
"[nice, qualiti, fit, comfort, adjust]",positive,8
[nice],positive,1
[god],positive,1
"[nice, suppot]",positive,3
"[excel, product, per, size, slightli, loos]",positive,7
"[perfect, run, gym]",positive,4
[nice],positive,1
[bad],positive,2
"[nice, one]",positive,2
"[dirti, loss]",negative,4
[ok],neutral,2
[comfort],positive,1
"[worest, prodact]",negative,2
[nyc],positive,1
[nice],positive,1
[good],positive,1
[],neutral,1
"[good, comfort]",positive,3
"[good, product]",positive,3
"[good, qualiti]",positive,2
[super],positive,1
"[size, big]",neutral,5
[nice],positive,1
"[fit, comfert, long, last]",negative,9
"[nice, product, good, qualiti]",positive,5
[poor],negative,1
[nice],positive,1
"[qualiti, price]",neutral,6
[good],positive,1
[comfort],positive,2
[thank],positive,2
[better],positive,1
[nice],positive,1
[nice],positive,1
"[nice, product]",positive,2
[awesom],positive,1
"[nice, product, help, routin, work, gym, good, protect, testicl]",positive,15
"[fit, awesom]",positive,2
"[product, wonder, blindli, go, happi]",positive,12
[best],positive,1
[nice],positive,1
"[excel, product, per, size, slightli, loos]",positive,7
[good],positive,1
"[good, qualiti]",positive,2
[good],positive,1
"[lastic, comfort]",negative,3
"[ultim, product, nice, fantast, baba, dhasu, gym, workout, look, model]",positive,12
"[product, good]",negative,3
"[loos, elast]",negative,3
"[wast, money]",negative,3
"[good, product]",positive,2
[nice],positive,1
[nice],positive,1
[nice],positive,1
[nice],positive,1
[nice],positive,1
"[good, one, price]",positive,5
"[lastic, tight]",negative,4
"[awesom, materi]",positive,4
"[nice, expect]",positive,3
[nice],positive,1
"[excel, product, qualiti, highli, recommend]",positive,6
[super],positive,1
"[nice, product]",positive,2
"[god, job]",positive,2
"[valu, money]",positive,3
[superb],positive,1
"[good, qualiti, fast, deliveri, thank, flipkart]",positive,8
"[nice, product]",positive,2
"[qualiti, bad]",negative,4
[awesom],positive,1
"[good, product]",positive,2
"[nice, one]",positive,2
"[valu, money, comfort, wear, fabric, good, go, guy]",positive,14
"[one, best, qualiti]",positive,5
[good],positive,2
[nice],positive,1
[good],positive,1
"[nyc, product]",positive,2
[nice],positive,1
[ok],neutral,1
"[good, fite, valu, money, soft, cloth, must, buy]",positive,9
"[good, fite, valu, money, must, buy]",positive,7
"[good, fite, soft, cloth, valu, money, must, buy]",positive,10
"[good, product]",positive,2
"[comfort, perfectli, fit, feel, confid, exercis, time, also, whole, day]",positive,17
[worst],negative,1
[averag],neutral,1
"[good, comfort]",positive,3
[good],positive,2
[averag],neutral,1
"[fit, do, nt, wast, money, guy]",positive,7
[nice],positive,1
[comfort],positive,1
"[good, materi]",positive,2
"[awesom, product]",positive,2
[nice],positive,1
[comfort],positive,2
"[buy, guy, do, nt, worri]",positive,6
[excel],positive,1
"[good, qualiti]",positive,2
[osm],positive,1
"[good, qualiti]",positive,2
[good],positive,1
[bed],neutral,2
"[nice, product, fast, deliveri]",positive,4
[good],positive,1
[good],positive,1
"[good, product]",positive,2
[thanku],neutral,1
"[good, product, thank]",positive,3
"[bad, product]",negative,3
[comfort],positive,1
"[stich, good]",negative,4
"[good, product]",positive,2
[good],positive,1
[best],positive,1
"[nice, product]",positive,3
"[best, product]",positive,2
"[somehow, good]",positive,2
"[excel, product, slightli, loos]",positive,4
[okkk],neutral,1
"[product, low, qualiti]",negative,4
"[okay, okay]",neutral,2
"[good, product, flipkartgood, daili, work]",positive,8
"[good, qualiti, product]",positive,3
"[i, m, ok]",positive,2
"[good, product]",positive,2
"[nice, product]",positive,2
[good],positive,1
"[best, fit]",positive,2
"[ok, happi]",positive,3
[nice],positive,1
"[good, fit]",positive,3
"[realli, cool, n, comfort]",positive,5
"[nice, product]",positive,2
"[super, qualiti, productmust, buy]",positive,5
"[nice, qualiti, first, impress, get, loos, use, fifteen, daysexpect, better, qualiti, long, time]",positive,17
[good],positive,1
[good],positive,1
"[realli, nice, product, comfort, durabl]",positive,7
"[much, time, taken]",neutral,4
"[nice, comfort]",positive,3
"[fit, good]",positive,4
[excel],positive,1
"[nice, comfort]",positive,3
[good],positive,1
[awesom],neutral,1
[nice],positive,1
[good],positive,1
"[worst, product, wast, money, do, nt, buy, flipkart, encourag, kind, product]",negative,17
[good],positive,1
[happi],positive,1
[excel],positive,1
"[vari, use, full, everi, thing, like, gym, run, ect, thank, flipkart]",positive,16
"[comfort, purchas, cricket]",positive,6
[great],positive,1
[happi],positive,1
[good],negative,2
[nice],positive,1
[fit],negative,2
"[veey, comfort, good, product, l, size, good]",positive,9
"[good, product, thank, flipkart]",positive,4
"[excel, qualiti, product]",positive,3
"[excel, product, go]",positive,5
"[colour, bad]",negative,4
"[valu, money]",positive,3
[good],positive,1
[bad],negative,1
[worth],negative,2
"[nice, comfort]",positive,4
[good],positive,2
[nice],positive,1
[true],positive,1
"[vri, nice]",positive,2
"[qualiti, good]",positive,3
[best],positive,1
[good],positive,1
"[stitch, bad, pleas, keep, good, stitchmateri, superb]",positive,11
"[veri, good, product]",positive,3
"[west, moni]",negative,2
[nice],positive,1
[thick],negative,2
"[do, nt, like]",negative,2
"[good, product, good, sercic, tysm]",positive,5
[good],positive,1
[good],positive,1
[nice],positive,1
[okey],neutral,1
"[nice, product]",positive,2
[nice],positive,1
[good],positive,1
[good],positive,1
[god],positive,1
[nice],positive,2
"[super, qualiti]",positive,2
[ok],neutral,1
"[good, stuff, meet, expect, go, blindli, wo, nt, regret, assur]",positive,15
[good],positive,1
[thank],positive,1
"[averag, product, price]",neutral,5
[nice],positive,1
[good],positive,1
[good],positive,1
"[realli, good, thank]",positive,4
"[nice, qualiti, go]",positive,5
"[good, product]",positive,2
"[deliveri, overal, excel, best, product, qualiti, comfort, perfect, fit, cotton, qualiti, nicelook, bestreal, good]",positive,17
[good],positive,2
[classic],positive,1
"[best, qualiti]",positive,2
"[good, product]",positive,2
[great],positive,2
"[good, product]",positive,2
[good],positive,1
"[nice, comfort]",positive,4
"[good, materi, use]",positive,3
"[veri, nice, product]",positive,3
"[nice, one, good, qualiti]",positive,5
"[os, amaz]",positive,3
"[perfect, fit]",positive,2
"[good, product, mind, blow, love]",positive,8
"[genuin, product]",positive,2
"[good, fit, good, materi, sure, last, long, qualiti, maintain]",positive,12
"[blue, one, perfect, fit, grey, one, bit, loos, waist, though, size, give, four, star, blue, l, size, three, star, grey]",positive,30
[good],positive,1
[bad],positive,2
"[nice, product]",positive,2
"[good, fit]",positive,2
"[good, quarter, sportsoul]",positive,4
"[best, qualiti, product]",positive,3
[good],positive,1
"[good, qualiti]",positive,2
"[good, qualiti]",positive,2
"[good, qualiti]",positive,2
"[worst, product]",negative,2
[perfect],positive,1
[nice],positive,1
"[comfort, nice, athlet, men, use]",positive,7
[fail],negative,1
"[low, qualiti]",negative,2
"[well, product]",positive,2
[comfort],positive,1
[nice],positive,1
[good],positive,1
"[nice, product, husband, happi]",positive,7
"[stitch, qualiti, bad, overal, good, product, thank, flipkart]",positive,9
[ok],neutral,1
[good],positive,2
"[good, product]",positive,2
"[good, dilevri]",positive,3
"[poor, qualiti]",negative,2
[good],positive,1
"[great, product]",positive,2
"[comfort, dali, workout]",positive,5
"[good, dali, workout, use]",positive,5
[super],positive,1
"[nice, product, size, littl, small]",positive,8
"[nice, product]",positive,2
[amaz],positive,1
[nyc],positive,1
[good],positive,1
"[best, qualiti]",positive,2
[wonderful],positive,1
[nice],positive,2
"[poor, qualiti]",negative,2
[awesom],positive,1
[bad],negative,1
"[size, issu, thisqual, ok, good]",negative,9
"[comfort, nice]",positive,3
"[baid, product]",negative,3
[best],positive,1
"[best, gym, support, anyon, fit, perfect, space, adbo]",positive,14
"[comfort, good, fabric, suitabl, gym, run, size, perfect, mention]",positive,13
"[materi, poor]",negative,4
"[nice, product]",positive,2
[averag],neutral,1
"[wast, materi, cloth, good]",negative,6
"[good, product]",positive,4
"[like, local, market, product, find, cheap, pricestitch, goodokey, okey, product]",positive,16
"[good, qualiti, product]",positive,3
"[good, product]",positive,2
"[nice, stiff, cloth, cloth, materi, degrad]",negative,12
[good],positive,1
[nice],positive,2
[good],positive,1
[good],positive,1
"[gud, qualiti]",positive,2
[good],positive,2
"[comfort, wear]",positive,3
"[good, product]",positive,3
"[awesom, product]",positive,2
[nice],positive,2
"[nice, product, cloth, soft]",positive,6
[worst],negative,1
"[good, fit, time, deliveri]",positive,5
"[want, purchas, use]",positive,6
"[nice, product]",positive,2
[perfect],positive,1
"[realli, good, comfort]",positive,5
[fantast],positive,1
"[nice, product]",positive,2
[good],positive,1
[good],positive,1
"[best, product]",positive,2
[fantast],positive,1
"[small, size, best, xs, good, fabric, thin, overal, best]",positive,16
[beauti],positive,1
[comfort],positive,1
"[nice, ekart]",positive,2
"[nice, qualiti]",positive,2
[good],positive,2
[good],positive,1
"[good, product]",positive,2
"[simpl, awesom, comfort, use, daili, basi, give, best, strength, best, fit, also]",positive,21
[superb],positive,1
"[nice, product]",positive,2
"[good, quilti, product, useful, produci]",positive,9
[good],positive,1
[good],positive,1
"[good, febric, one, must, buy]",positive,6
"[good, product]",positive,4
"[good, product]",positive,2
"[qualiti, poor]",negative,3
"[good, product, colour, differ]",positive,6
"[good, tight]",positive,3
"[product, winter, seasonbut, book, summer, season, useful]",neutral,12
[ok],positive,1
"[fabric, qualiti, top, classsoft, cotton, high, qualiti, finish, rubber, qualiti, n, width, good]",positive,16
"[good, productsup, qualityworth, money]",positive,5
"[qualiti, good]",negative,4
[good],positive,1
"[good, product]",positive,2
"[nice, one]",positive,2
"[gzb, product, fit, bodi]",positive,4
"[good, qualiti, quick, deliveri]",positive,5
"[godd, fit]",positive,2
[good],positive,1
[comfert],neutral,1
[good],positive,1
[gd],positive,1
[nice],positive,1
[nice],positive,1
"[wonder, product]",positive,2
[good],positive,1
"[good, product, qualitycotton, cloth]",positive,5
"[nice, product]",positive,2
"[nice, product]",positive,3
"[good, product]",positive,2
"[perfect, fit, comfort, recommend]",positive,7
[nice],positive,1
"[good, qualiti]",positive,2
"[good, product]",positive,2
"[super, product, late, deliveri]",positive,4
[nice],positive,1
[nice],positive,1
"[nice, fit]",positive,2
"[bad, qualiti]",negative,2
"[love, chaddhi, goge, armi, race, give, bless]",positive,11
"[bad, qualiti, realli, uncomfort, annoyingnot, use]",negative,11
"[bad, product]",negative,2
"[nice, product, i, m, verri, happi, product]",positive,7
"[good, product, gym, purpos, exercis, purpos]",positive,9
"[weak, elast]",negative,3
"[super, product]",positive,2
[supar],positive,1
[ok],positive,1
"[worst, qualiti, stitch, got, remov, within, two, day, tight, need, weight, lift]",negative,16
[super],positive,1
[nice],positive,1
[nice],positive,1
[good],positive,1
"[prise, highqual, poor, do, nt, like]",negative,9
[gud],positive,1
"[good, work]",positive,2
[nice],positive,1
[good],positive,1
[bad],negative,2
[good],positive,1
"[waist, elast, good, inner, pocket, elast, pinch, skin]",negative,11
"[nice, product]",positive,2
[good],positive,1
[good],positive,1
"[product, good, well, fit, recommend]",positive,6
"[fabul, product]",positive,2
"[good, product]",positive,2
"[real, valu, moneya, strong, build, qualiti, best, price]",positive,11
"[good, qualiti, u, consid, buy]",positive,8
[good],positive,1
"[good, product]",positive,2
"[third, qualiti, product]",neutral,3
"[poor, thing]",negative,2
"[v, good]",positive,4
"[support, soft, elast, perfect, well, els, want, price, size, perfectli, fit]",positive,22
[perfect],positive,1
"[nice, product, feel, comfort, wear, underwear]",positive,8
"[nice, qualiti]",positive,2
"[perfect, product]",positive,2
"[good, qualiti]",positive,2
"[do, nt, think, purchas]",positive,5
[nicr],positive,1
"[sexi, look]",positive,3
"[good, product]",positive,6
[good],positive,2
"[use, workout, good, one]",positive,6
"[amount, time, vest]",negative,4
[owesom],positive,1
"[nice, soft, feel, comfort, wear]",positive,8
"[nice, soft, feel, comfort, wear]",positive,8
"[nice, soft, feel, comfort, wear]",positive,8
"[good, one]",positive,2
[best],positive,1
"[great, product, great, deliveri]",positive,4
"[comfort, product]",positive,2
[fabul],positive,1
[good],positive,1
"[cotton, good]",positive,3
"[vri, bd, qlti]",negative,3
[nice],positive,1
[comfort],positive,1
[costli],negative,2
"[good, qualiti, product]",positive,3
[good],positive,1
"[nice, product]",positive,2
"[good, qualiti]",positive,2
"[product, qualiti, good]",positive,4
[nice],positive,1
[good],positive,1
"[nyc, compar, size]",positive,4
[good],positive,1
"[bad, coton]",negative,2
[good],positive,1
"[amaz, productsand, comfort, good]",positive,7
"[good, comfort]",positive,2
[nice],positive,1
"[nice, love, must, buy]",positive,4
"[vaest, podect]",negative,2
"[much, comfort, n, heavi, nt, buy]",negative,12
"[best, product, yet]",positive,3
"[qualiti, product, right, fit]",positive,5
[nic],positive,1
[nice],positive,2
"[best, product]",positive,2
"[thank, flipkart, super, deliveri, good, product]",positive,8
"[thank, flipkart]",positive,3
[nice],positive,1
"[qualiti, low, stitch, bad]",negative,9
[nice],positive,1
"[si, good]",positive,3
[good],positive,3
[nice],positive,1
"[use, comfort]",positive,4
"[good, product]",positive,2
"[good, qualiti, perfect, size, qualiti, nice]",positive,8
"[good, nice]",positive,2
[good],positive,1
"[good, product, everyon, purchas, stuff, good, thank, flipkart]",positive,13
"[good, product]",positive,2
"[poor, faibar]",negative,3
[bad],negative,1
"[bad, product, use, full]",negative,6
"[good, product, fat, dilveri, thank]",positive,7
[super],positive,1
[excel],positive,1
[worst],negative,1
"[nice, product]",positive,2
"[3rd, one]",neutral,4
"[good, product]",positive,3
"[one, best, support, order, anoth, one, ty, flipkart, sportsoul]",positive,13
"[good, love, flipcart]",positive,6
"[stone, began, swell]",neutral,5
"[comfort, product]",positive,2
"[good, product, prize, rang]",positive,6
"[good, fabric, best, fit]",positive,4
[good],positive,1
[good],positive,1
[good],positive,2
[good],positive,1
"[perfect, import, gym, time]",positive,6
[good],positive,1
"[good, product]",positive,2
[nice],positive,1
"[v, good]",positive,2
"[good, support, fulli, cloth]",positive,4
[ok],neutral,1
[osm],positive,1
"[qualiti, good]",negative,4
[good],negative,3
"[nice, product]",positive,2
[good],positive,1
[good],negative,2
"[good, qualiti, size, actual]",positive,6
[good],positive,1
[superb],positive,1
"[liter, comfort, do, nt, get, loos, even, use, fortyf, per, week, one, year]",positive,17
"[smaller, size, expect]",neutral,5
"[good, wast, money]",positive,9
"[perfect, fitcomfort]",positive,2
"[good, materi, also, comfort]",positive,5
[bad],negative,1
[nice],positive,1
"[extrem, poor, productit, even, poor, normal, underwear, iit, support, part, loss]",negative,14
"[poor, qualiti]",negative,3
"[verri, nice, product]",positive,3
[best],positive,1
"[torn, week]",negative,5
"[nice, product]",positive,2
"[poor, qualiti, size, never, order]",negative,7
"[comfort, perfect, heavi, physic, activ]",positive,7
[good],positive,2
[nice],positive,1
"[nice, product]",positive,2
[good],negative,2
"[good, product]",positive,2
"[good, product]",positive,2
"[realli, nice]",positive,2
[good],positive,1
"[love, thatsuperb, product]",positive,5
[nice],positive,1
[good],positive,1
"[nice, product]",positive,2
"[first, class, product]",positive,3
"[nice, productilik, iti, happi, comfortablenic, feelt]",positive,7
"[poor, qualiti]",negative,2
[comfort],positive,1
"[nice, nice]",neutral,5
"[nice, product]",positive,2
[good],negative,3
"[nice, product]",positive,2
"[product, help, effect, pleas, use, daili, exercis, product, use, support, health, specialali, pai, testicular, recommend, friend]",positive,30
"[mast, product]",positive,2
[good],positive,1
"[good, fit, comfort, cloth, qualiti, also, good]",positive,11
"[nice, product, fit, bit, problem]",negative,8
[good],positive,1
[nice],positive,2
[nice],positive,1
[nice],positive,1
[ok],neutral,1
"[tight, accord, size]",neutral,7
"[item, good, febrik, veeri, good, thred, poor, use, work, thred, broken]",negative,16
"[nice, product]",positive,2
"[nice, product]",positive,2
"[awesom, product]",positive,2
[satisfi],negative,2
"[good, colat]",positive,4
[nice],positive,3
[okay],neutral,1
"[nice, fit]",positive,2
[nice],positive,1
[good],negative,2
[good],positive,2
"[nice, product, like]",positive,6
"[good, product]",positive,2
"[bad, qualiti]",negative,2
[good],positive,1
[super],positive,1
"[good, product]",positive,3
"[good, gym, purpos]",positive,4
"[bed, qualiti]",neutral,2
[nice],positive,1
"[good, product, dought]",positive,4
"[perfect, product]",positive,2
[comfort],positive,1
[nice],positive,1
"[nice, product, like]",positive,6
"[deliveri, good, thank, flipkart]",positive,5
[nice],positive,1
"[best, product]",positive,4
"[bad, prodect]",negative,2
"[averag, product, good, servic, flipkart, thank]",positive,8
"[super, product]",positive,2
[strong],negative,2
[nice],positive,1
"[nice, product, comfort, well]",positive,4
[better],positive,1
"[nice, comfort]",positive,3
"[good, product]",positive,2
"[evreg, product, good, servic, flipkart, thank]",positive,8
[ok],positive,2
[bad],negative,1
"[fit, choic, cotton, happi]",positive,6
"[nice, product, awesom]",positive,4
[good],positive,2
"[bad, product]",negative,2
"[vri, gd]",positive,2
[perfect],positive,1
[nice],positive,1
[nyc],positive,1
"[good, product]",positive,3
[fit],neutral,1
"[nice, product, fulli, satisfi]",positive,8
[use],positive,1
"[good, sport, soul]",positive,5
"[good, product]",positive,2
"[thank, flipkart]",positive,4
"[rubber, qualiti, good, much, tightso, submit, order, small]",positive,14
[good],positive,1
"[truli, owsom]",positive,3
"[nice, product]",positive,2
"[nice, fit]",positive,2
[nice],positive,1
"[ok, good]",negative,4
[averag],neutral,1
"[good, product]",positive,3
"[nice, product]",positive,2
[good],positive,2
"[big, siz]",negative,3
[averag],neutral,1
[good],positive,1
"[good, item]",positive,2
[good],positive,2
"[fit, lose]",negative,5
"[good, qualiti, nice, product]",positive,4
[nice],positive,1
[good],positive,1
[good],negative,2
"[excel, everi, bodi, purchas, joga]",positive,7
[soft],negative,2
[nice],positive,1
"[good, qualiti]",negative,3
[good],positive,1
[good],positive,1
[good],positive,1
"[suport, good, comfort]",positive,6
[bad],negative,2
[love],positive,3
[nice],positive,1
"[nice, one]",positive,2
[excel],positive,1
[nice],positive,1
[good],positive,1
[nice],positive,1
"[fittttt, brand]",positive,3
"[wast, money]",negative,3
"[excel, product, black, colour, bought, leav, colour, colour, fast]",positive,15
[good],negative,2
"[good, qualiti, tight]",positive,4
"[perfect, comfort, sexi]",positive,6
[good],positive,2
"[superb, fite, quolityexcel, servic]",positive,5
[good],positive,1
"[bad, item]",negative,2
"[good, qualiti]",positive,2
[thank],positive,1
[nice],positive,1
"[good, run]",positive,3
[nice],positive,1
"[goood, produckt]",positive,3
[super],positive,1
"[good, product]",positive,2
"[worst, qualiti]",negative,2
[good],positive,1
[good],positive,1
[nice],positive,2
[good],positive,1
[good],positive,1
"[poor, qualiti, even, six, wash, black, colour, keep, run, useless, product]",negative,14
"[nice, comfort, product, smoothli, deliv, flipkart]",positive,7
"[good, product]",positive,2
"[uncomfort, wrost, product]",negative,3
[ok],positive,1
[best],positive,1
[nice],positive,1
[nice],positive,1
[good],positive,1
[perfect],positive,1
[comfort],positive,1
"[nice, product]",positive,2
"[nice, product, nice, fit, feel, better]",positive,8
"[nice, product]",positive,2
[good],positive,1
"[supar, sport, soul, cotton, gym, super]",positive,6
"[good, qualiti, product]",positive,3
"[good, product]",positive,2
[comfort],positive,2
"[bad, qualiti]",negative,2
"[good, product]",positive,2
"[nice, one, good, qualiti]",positive,4
[god],positive,1
[good],positive,1
[nice],positive,2
"[much, impress, per, price, would, perfectli, recommend]",negative,11
"[good, fit, nice, product]",positive,4
"[low, qualiti]",negative,3
"[pathet, stuff]",negative,2
[good],positive,1
"[good, qualiti, correct, size, thank, flipkart]",positive,8
"[use, day, color, gone]",neutral,7
[best],positive,1
"[comfortablequ, good]",positive,3
"[good, product]",positive,2
"[product, good, colour, problem]",negative,6
[excel],positive,1
[good],positive,1
"[use, product]",positive,2
[good],positive,1
[good],positive,2
"[qualiti, good]",negative,3
"[good, qualiti]",positive,2
[nice],positive,1
"[good, qualiti, comfort, wear]",positive,6
[okk],neutral,1
"[delet, imag]",negative,2
[ok],positive,1
"[local, ha]",positive,2
[nice],positive,1
[good],positive,2
"[nyc, product]",positive,2
[good],positive,1
"[suppb, qualiti]",positive,2
[nice],positive,1
"[gym, support, must, product, comfort, good, male, organ]",positive,16
"[good, qualiti, materi, comfort]",positive,6
[awesom],positive,1
[awesom],positive,1
[gud],neutral,1
"[good, term, qualiti, gym, support, cricket, support]",negative,15
[good],positive,1
"[thank, quick, deliveri]",positive,4
[excel],positive,1
[good],positive,1
"[good, qualiti]",positive,2
[good],positive,1
[nice],positive,1
"[good, productbut, littl, bit, thicknot, summer]",positive,8
[super],positive,1
[ok],positive,1
[bad],negative,2
"[product, good, comfort, cloth, materi, good]",positive,12
"[comfort, smooth, fabric]",positive,5
"[comfort, jog, play, exercis]",positive,6
[excel],positive,1
"[good, product]",positive,2
"[good, product, thank, flipkart]",positive,4
[good],positive,1
"[good, product]",positive,2
[good],positive,1
"[best, fit, good]",positive,5
"[fit, betteroveral, best, price]",positive,9
"[best, product]",positive,2
[comport],positive,1
"[nice, fit]",positive,2
[awsm],positive,1
"[asm, qualiti]",positive,2
"[fabric, qualiti, good]",negative,5
"[good, product]",positive,2
"[bast, gym, sport]",positive,3
"[worst, qualiti]",negative,2
[good],positive,1
"[comfort, great, qualiti]",positive,4
"[good, comfort, product]",positive,4
"[good, fit, size, comfort]",positive,5
"[receiv, item, assum, fabric, qualiti, awesom, good, product]",positive,10
"[good, product]",positive,2
"[hard, belt]",negative,3
"[bad, product]",negative,3
"[perfect, fit, comfort]",positive,4
[bad],positive,2
"[nice, product]",positive,2
"[comfi, support, well]",positive,7
[nice],positive,1
[nyc],positive,1
[super],positive,1
"[good, product]",positive,2
"[great, product]",positive,2
"[good, qualiti]",positive,2
"[good, product, comfort]",negative,5
[gd],positive,1
"[product, bad, se, achh, ander, wear, hota, hai]",negative,12
"[materi, law]",neutral,3
"[good, qualiti]",positive,2
"[good, product]",positive,2
"[poor, qualiti]",negative,2
[nice],positive,2
"[good, stuff]",positive,2
[good],positive,1
"[power, product, tqq, flipcart]",positive,7
"[total, wast]",negative,2
[good],positive,2
"[genuin, qualiti, product]",positive,3
"[nice, comfert, thank, flipkart]",positive,7
[good],positive,1
[best],positive,1
[fitbest],positive,1
"[worst, product, stitch, good, stretch, product, thread, un, stitch, wast, money]",negative,15
"[fit, nice]",positive,3
"[bad, qualiti]",negative,2
[good],positive,1
[superb],positive,1
[excel],positive,1
"[item, averag]",neutral,5
"[good, one]",positive,2
[bad],negative,1
[good],positive,1
"[good, product]",positive,2
[ok],positive,1
"[good, product, nice, fit]",positive,4
"[nice, nd, vri, comfort, product]",positive,5
"[super, must, buy]",positive,3
"[good, product]",positive,3
[goof],positive,1
[loos],negative,2
"[like, productnot, bad, ok]",neutral,7
"[complet, round, one, side]",negative,10
"[wow, great, net]",positive,4
"[mind, blow]",positive,2
"[short, do, nt, like, return]",negative,12
[nice],positive,1
"[amaz, tightli, materi, use, one, side, order]",positive,21
[good],positive,1
"[vrey, nice, prodect, one, side, net]",positive,7
[super],positive,1
"[nice, qualiti]",positive,2
"[good, qualiti, product]",positive,4
"[one, side, hate, itthi, worst, product]",negative,12
"[nice, product, good, build, qualiti, go, child, happi]",positive,13
"[brilliant, product, go, blindli]",positive,6
"[nice, productplast, qualiti, goodworth, purchas]",positive,9
